assetID, owningItem, assetFileID, timestamp, countrycode, ip,,,,,,
oai:bir.brandeis.edu:10192/23301,23728, PDF-1,1600412014, ZA,192.142.176.26,,,,,,
oai:bir.brandeis.edu:10192/23301,23728, PDF-1,1600412390, ZA,192.142.176.26,,,,,,
oai:bir.brandeis.edu:10192/35395,42695, PDF-1,1602165588, ZA,196.21.118.131,,,,,,
oai:bir.brandeis.edu:10192/35395,42695, PDF-1,1601128292, ZA,196.21.118.136,,,,,,
oai:bir.brandeis.edu:10192/35395,42695, PDF-1,1602163447, ZA,196.21.118.178,,,,,,
oai:bir.brandeis.edu:10192/35395,42695, PDF-1,1602061693, ZA,196.21.118.183,,,,,,
oai:bir.brandeis.edu:10192/35395,42695, PDF-1,1602173651, ZA,196.21.118.184,,,,,,
oai:bir.brandeis.edu:10192/35395,42695, PDF-1,1602136734, ZA,196.21.118.189,,,,,,
oai:bir.brandeis.edu:10192/33877,40358, PDF-1,1602557718, ZA,196.248.115.151,,,,,,
https://hdl.handle.net/10192/35778,43977, PDF-1,1601264956, ZA,196.25.56.228,,,,,,
oai:bir.brandeis.edu:10192/25131,26561, PDF-1,1583908645, ZA,196.251.233.180,,,,,,
https://hdl.handle.net/10192/36796,46075, PDF-1,1601615662, ZA,196.30.182.2,,,,,,
oai:bir.brandeis.edu:10192/30533,34506, PDF-1,1584767637, ZA,196.32.252.92,,,,,,
oai:bir.brandeis.edu:10192/33898,40133, PDF-1,1599724381, ZA,196.41.102.21,,,,,,
oai:bir.brandeis.edu:10192/32311,38489, PDF-1,1593785578, ZA,196.45.19.145,,,,,,
oai:bir.brandeis.edu:10192/32311,38489, PDF-1,1595906070, ZA,196.45.19.77,,,,,,
oai:bir.brandeis.edu:10192/32311,38489, PDF-1,1584260544, ZA,196.50.240.38,,,,,,
oai:bir.brandeis.edu:10192/92,25738, PDF-1,1602180210, ZA,197.110.10.230,,,,,,
oai:bir.brandeis.edu:10192/26315,29006, PDF-1,1600222884, ZA,197.185.100.81,,,,,,
oai:bir.brandeis.edu:10192/25093,26801, PDF-1,1600671757, ZA,197.185.102.116,,,,,,
oai:bir.brandeis.edu:10192/32311,38489, PDF-1,1584344756, ZA,197.185.102.84,,,,,,
https://hdl.handle.net/10192/37524,47895, PDF-1,1599748134, ZA,197.185.107.32,,,,,,
oai:bir.brandeis.edu:10192/35674,43316, PDF-1,1601590495, ZA,197.185.109.123,,,,,,
https://hdl.handle.net/10192/35778,43977, PDF-1,1601207029, ZA,197.185.109.128,,,,,,
oai:bir.brandeis.edu:10192/24061,24587, PDF-1,1594713587, ZA,197.185.110.190,,,,,,
oai:bir.brandeis.edu:10192/32311,38489, PDF-1,1594807409, ZA,197.185.114.81,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1596090363, ZA,197.185.119.215,,,,,,
https://hdl.handle.net/10192/35778,43977, PDF-1,1601295642, ZA,197.185.97.128,,,,,,
https://hdl.handle.net/10192/35778,43977, PDF-1,1601129728, ZA,197.229.1.161,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600425426, ZA,197.229.128.109,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1598537416, ZA,197.229.128.112,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1598792281, ZA,197.229.128.139,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1589719030, ZA,197.229.128.178,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1594630537, ZA,197.229.128.179,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1594717084, ZA,197.229.128.179,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1598546025, ZA,197.229.128.18,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599387086, ZA,197.229.128.184,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1598551289, ZA,197.229.128.220,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600083814, ZA,197.229.128.224,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1596207156, ZA,197.229.128.225,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599455283, ZA,197.229.128.227,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600431484, ZA,197.229.128.28,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600076875, ZA,197.229.128.71,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599378342, ZA,197.229.128.71,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600079720, ZA,197.229.128.75,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600432786, ZA,197.229.128.82,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1598172722, ZA,197.229.129.144,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599644255, ZA,197.229.129.182,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599723684, ZA,197.229.129.21,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1596188272, ZA,197.229.129.219,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599752065, ZA,197.229.129.224,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599663518, ZA,197.229.129.25,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1590943772, ZA,197.229.129.48,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600261251, ZA,197.229.129.68,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1601021394, ZA,197.229.129.97,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599644612, ZA,197.229.129.99,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1595243993, ZA,197.229.130.130,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1590935377, ZA,197.229.130.179,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1590896962, ZA,197.229.130.59,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1594561739, ZA,197.229.131.100,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1598775861, ZA,197.229.131.112,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599732757, ZA,197.229.131.113,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599731562, ZA,197.229.131.15,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600141857, ZA,197.229.131.150,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1595660955, ZA,197.229.131.16,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1598781507, ZA,197.229.131.18,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599548676, ZA,197.229.131.186,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599546675, ZA,197.229.131.21,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599806813, ZA,197.229.131.223,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599537038, ZA,197.229.131.61,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600441241, ZA,197.229.132.141,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1595592138, ZA,197.229.132.144,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600355878, ZA,197.229.132.145,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599992774, ZA,197.229.132.146,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599998918, ZA,197.229.132.146,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600004585, ZA,197.229.132.147,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1595565437, ZA,197.229.132.176,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600349051, ZA,197.229.132.187,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1599878251, ZA,197.229.132.20,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1595567235, ZA,197.229.132.55,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1595865693, ZA,197.229.132.58,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600173438, ZA,197.229.132.60,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1600180346, ZA,197.229.132.67,,,,,,
oai:bir.brandeis.edu:10192/18,25609, PDF-1,1595306628, ZA,197.229.132.92,,,,,,
